period,ratio
2017-11-02,1.96096
2017-11-03,3.33083
2017-11-04,8.02214
2017-11-05,13.23888
2017-11-06,32.04165
2017-11-07,35.23175
2017-11-08,84.49052
2017-11-09,100.0
2017-11-10,56.21129
2017-11-11,75.699
2017-11-12,51.35109
2017-11-13,7.98461
2017-11-14,2.35503
2017-11-15,2.09232
2017-11-16,1.6701
2017-11-17,1.53875
2017-11-18,2.36442
2017-11-19,2.12047
2017-11-20,1.16344
2017-11-21,0.99455
2017-11-22,0.8632
2017-11-23,0.91011
2017-11-24,0.83505
2017-11-25,1.01332
2017-11-26,0.74122
2017-11-27,0.4316
2017-11-28,0.29086
2017-11-29,0.35653
2017-11-30,0.28147
2017-12-01,0.35653
2017-12-02,0.30962
