period,ratio
2018-02-22,80.16848
2018-02-23,84.36293
2018-02-24,97.75359
2018-02-25,93.98034
2018-02-26,100.0
2018-02-27,87.01298
2018-02-28,69.14706
2018-03-01,39.11898
2018-03-02,21.95507
2018-03-03,29.64197
2018-03-04,20.55107
2018-03-05,8.0379
2018-03-06,6.51105
2018-03-07,4.65075
2018-03-08,4.4226
2018-03-09,5.4405
2018-03-10,9.1611
2018-03-11,7.35345
2018-03-12,2.96595
2018-03-13,2.6325
2018-03-14,2.22885
2018-03-15,2.1762
2018-03-16,2.8782
2018-03-17,3.28185
2018-03-18,2.93085
2018-03-19,1.38645
2018-03-20,1.2987
2018-03-21,21.18287
2018-03-22,14.07511
