period,ratio
2017-10-26,39.65517
2017-10-27,64.05835
2017-10-28,100.0
2017-10-29,76.30415
2017-10-30,50.0
2017-10-31,47.17064
2017-11-01,17.9045
2017-11-02,28.38196
2017-11-03,34.17329
2017-11-04,45.4465
2017-11-05,38.41732
2017-11-06,6.76392
2017-11-07,4.5977
2017-11-08,5.08399
2017-11-09,5.87975
2017-11-10,4.37665
2017-11-11,5.74712
2017-11-12,3.80194
2017-11-13,2.60831
2017-11-14,3.22723
2017-11-15,3.18302
2017-11-16,3.22723
2017-11-17,3.22723
2017-11-18,3.22723
2017-11-19,2.12201
2017-11-20,1.67992
2017-11-21,2.25464
2017-11-22,0.66312
2017-11-23,0.88417
2017-11-24,0.83996
2017-11-25,0.75154
2017-11-26,0.70733
